,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HSP30,397.9445357,-0.965448807,0.16561207,-5.829579962,5.56e-09,4.73e-07
YCR022C,10.57412823,0.252528651,0.505835777,0.499230505,0.617617006,0.685464887
YCR023C,997.0754868,0.227950396,0.14131156,1.613105086,0.106721679,0.239091254
SLM5,523.0594936,0.278587189,0.132446937,2.103387182,0.035431938,0.152957113
YCR024C-B,840.791316,-0.616285235,0.164491445,-3.746609647,0.000179241,0.00516231
PMP1,1133.844769,-0.644524815,0.167741351,-3.842372864,0.000121851,0.003693156
YCR025C,10.55847174,-0.083253098,0.490723112,-0.169653918,0.865282317,0.892572939
NPP1,1070.803433,0.205064563,0.139950136,1.465268761,0.142847606,0.272634721
RHB1,366.4870484,0.235413825,0.14684379,1.60315819,0.108899734,0.241633024
FEN2,606.5104057,0.318922306,0.132494089,2.407068189,0.016081167,0.103783585
RIM1,651.9946721,0.206027113,0.152834131,1.348043871,0.177644273,0.302613656
SYP1,1008.851459,0.127941724,0.135805686,0.942094019,0.346144507,0.4468846
RPS14A,2103.49133,-0.115286037,0.15409258,-0.748160857,0.454363138,0.543564416
BPH1,728.7701541,0.361257205,0.134501229,2.685902631,0.007233416,0.068533957
SNT1,1114.194458,0.169935783,0.132111392,1.286306804,0.198336009,0.319112605
ELO2,1022.299439,0.121866601,0.152699903,0.798079101,0.424824589,0.517749378
RRP43,1211.877751,0.171304261,0.132825794,1.28969123,0.197157886,0.318456194
RBK1,695.8140846,0.109876149,0.154505147,0.711148793,0.476992037,0.56249886
PHO87,1060.939507,0.181805955,0.137811385,1.319237561,0.187089705,0.309977762
BUD5,123.5591871,0.22796731,0.215868864,1.056045352,0.290947496,0.401480472
YCR038W-A,0.0,,,,,
MATALPHA2,0.059422836,1.177575505,6.006310083,0.196056396,0.844566025,
MATALPHA1,0.0,,,,,
YCR041W,6.126267954,-0.302267646,0.66247059,-0.456273306,0.648193457,
TAF2,1159.372472,0.336732734,0.146166363,2.303763517,0.021235922,0.118777539
YCR043C,456.3542571,0.013038902,0.155634985,0.083778733,0.933232357,0.948183903
PER1,463.6811622,0.21170867,0.1638455,1.292123805,0.196314273,0.317985804
RRT12,8.024618695,1.976659236,0.70451551,2.8057001,0.00502074,0.056878791
YCR045W-A,62.83259647,0.029464242,0.323297723,0.09113656,0.927384083,0.943685438
IMG1,278.2468064,0.300880288,0.178838185,1.682416356,0.092488132,0.224210132
BUD23,375.1037264,0.379584081,0.245014539,1.549230846,0.121326237,0.253356618
YCR047W-A,1.198199012,2.371101152,1.649637459,1.437346818,0.150619472,
YCR049C,0.439657759,-0.608342993,2.61143798,-0.232953261,0.8157977,
ARE1,415.1339502,0.732893704,0.170799416,4.290961427,1.78e-05,0.000757257
YCR050C,1.497355586,0.617934531,1.221945132,0.505697445,0.613069062,
YCR051W,475.8941697,0.267814491,0.254941538,1.050493748,0.293491164,0.403476426
RSC6,801.8045871,0.185713068,0.133824271,1.387738317,0.165216744,0.291597479
THR4,2804.438229,0.222277942,0.145139664,1.531476214,0.125651741,0.25651319
CTR86,660.2922354,0.544629822,0.143442213,3.796858756,0.000146541,0.004241636
PWP2,1971.416729,0.181793862,0.13875734,1.310156726,0.190142821,0.312709316
YIH1,294.1977648,0.229133979,0.257521883,0.889765082,0.37359204,0.474177662
TAH1,283.9702729,0.540528949,0.18506728,2.920715908,0.003492281,0.046051972
YCR061W,756.3135058,0.016606879,0.137692868,0.120608125,0.904001433,0.924151793
YCR064C,19.63075885,-0.192749435,0.410159932,-0.46993726,0.638399843,0.702800005
BUD31,182.0571119,0.182293286,0.180569277,1.009547636,0.312712068,0.41963147
HCM1,688.8804087,-0.059411368,0.138144693,-0.430066239,0.667147458,0.727465932
RAD18,322.8591177,0.41556347,0.143269593,2.900569907,0.003724847,0.047287592
SED4,1277.884918,0.272827102,0.148153957,1.841510732,0.065546749,0.193301137
ATG15,445.6191485,0.326711864,0.140181117,2.330641046,0.019772295,0.115501329
CPR4,671.4746619,0.331270727,0.121447109,2.727695443,0.006377846,0.064888141
IMG2,388.5140012,0.205076147,0.159309509,1.287281273,0.197996268,0.318831821
RSA4,751.1379109,0.120658769,0.126337746,0.955049251,0.339552791,0.441426253
SSK22,487.6033144,0.136014918,0.14130091,0.962590531,0.335753051,0.438159246
SOL2,278.8740002,0.288942075,0.166048626,1.740105183,0.08184055,0.21275808
ERS1,197.674209,0.160129865,0.154123181,1.03897327,0.298817168,0.407367796
EGO2,106.7179628,-0.086085388,0.205215899,-0.419486933,0.674860302,0.733802834
FUB1,190.7207131,0.140196956,0.199484298,0.702796947,0.4821823,0.566312302
PAT1,1375.210009,0.293524716,0.145437029,2.018225473,0.043567784,0.165712158
PTC6,443.1429824,0.375462723,0.131975367,2.844945471,0.004441903,0.052585224
SRB8,618.1240863,0.270184681,0.140442432,1.923810901,0.054378291,0.18039881
YCR081C-A,3.49276516,1.676940433,1.027070119,1.632741915,0.102523288,
AHC2,486.8305335,0.182750107,0.173500776,1.053310027,0.292198925,0.402555825
TRX3,153.2684472,0.24643493,0.190892048,1.290964885,0.196715854,0.31809209
YCR085W,3.050441836,0.53942744,0.932617157,0.578401797,0.562992881,
CSM1,189.5872394,0.134722865,0.167022552,0.806614815,0.419888436,0.514352438
YCR087W,5.729023852,0.541237218,0.690594937,0.783726015,0.433200894,
YCR087C-A,218.3671644,0.29993836,0.201119181,1.491346367,0.135870581,0.265226345
ABP1,940.9278316,0.162871616,0.149713889,1.087885819,0.276645517,0.38871381
FIG2,250.4401907,0.327423319,0.171138872,1.913202512,0.055722132,0.182143096
YCR090C,298.06948,0.286792268,0.168824206,1.698762727,0.089363899,0.221389891
KIN82,182.6344955,0.764607851,0.162386238,4.708575442,2.49e-06,0.000127796
MSH3,589.827225,0.196105027,0.146177928,1.34155019,0.179741886,0.303802303
CDC39,3602.652803,0.240125713,0.145919624,1.645602598,0.099845604,0.231873008
CDC50,430.6950493,0.240100205,0.136863109,1.754309148,0.079377549,0.210787446
OCA4,425.7874066,0.15497331,0.154589647,1.002481814,0.316110945,0.422159759
YCR095W-A,31.70536701,0.605830204,0.284006367,2.133157118,0.03291184,0.147441789
HMRA2,0.0,,,,,
HMRA1,263.3859826,0.138165068,0.158447992,0.871990022,0.383213821,0.481876804
YCR097W-A,1.428529279,0.900822841,1.958021056,0.460068005,0.645467409,
GIT1,113.0042629,0.399253807,0.207110017,1.927737791,0.053887749,0.179703802
YCR099C,47.00536033,0.169282724,0.289889838,0.583955357,0.559250348,0.634803973
EMA35,150.047021,0.400539587,0.189276911,2.116156618,0.034331489,0.15112896
YCR101C,138.1622253,0.17160803,0.178061459,0.963757295,0.335167622,0.437691261
YCR102C,1559.020172,-0.810467791,0.163192911,-4.96631738,6.82e-07,3.8e-05
YCR102W-A,45.24578743,0.329748175,0.266616036,1.236790477,0.216164878,0.335272345
PAU3,10.12066857,0.961081686,0.543794047,1.767363383,0.077167391,0.208164971
ADH7,23.61117972,0.232529475,0.344789382,0.674410197,0.500050562,0.58245326
RDS1,982.3798076,0.111256125,0.130767322,0.850794553,0.394883488,0.492455949
AAD3,246.495622,0.16711778,0.16012345,1.04368086,0.296633068,0.405977691
YCR108C,0.195874048,0.0,4.042064338,0.0,1.0,
DSD1,689.2494865,0.157366223,0.148705407,1.05824143,0.289945388,0.400654976
SNT2,793.9620245,0.268359066,0.152300817,1.762033001,0.078063722,0.209314908
PKP2,694.9270547,0.381615969,0.147135641,2.59363378,0.009496758,0.079676427
YGR017W,1030.100888,0.183959532,0.155763676,1.181016885,0.237596016,0.353948362
CTT1,164.0792316,-0.086644811,0.249876124,-0.346751059,0.728778348,0.781132726
NAT2,880.4053478,0.170951231,0.151360815,1.129428589,0.258717078,0.372943887
SLI1,216.0517766,0.388869883,0.150505364,2.583760951,0.00977295,0.080937926
COS12,0.0,,,,,
YGL262W,0.0,,,,,
PAU11,0.134586085,0.0,5.031787996,0.0,1.0,
YGL260W,0.129184271,0.0,5.106877486,0.0,1.0,
YPS5,7.909441706,0.915527381,0.551291504,1.660695611,0.096774595,0.229601694
YGL258W-A,8.869153925,0.387022735,0.484898202,0.798152548,0.424781971,0.517749378
VEL1,7.579184871,0.65171598,0.55839435,1.167124954,0.243159912,0.359186713
MNT2,582.8015097,0.109654858,0.152648084,0.7183507,0.472541076,0.558957967
ADH4,537.4106184,0.294085207,0.159135918,1.848012761,0.064600497,0.191977554
ZRT1,711.9507449,0.343270383,0.165146618,2.078579549,0.037656012,0.156602482
FZF1,290.9265621,0.258811517,0.159208535,1.625613328,0.104031938,0.235806156
HXK2,9395.65487,-0.272152505,0.147005276,-1.85131114,0.064124804,0.191745089
RTG2,1847.416496,0.238164445,0.135972114,1.751568294,0.079848069,0.210810377
HFM1,349.4162978,0.133125144,0.158871722,0.837941089,0.40206379,0.498235679
RMR1,133.7541434,0.100897311,0.187305403,0.538678059,0.590109016,0.662299553
ZIP2,34.05816343,0.533656254,0.291692022,1.829519542,0.067321814,0.195725071
PDE1,633.283087,0.255791603,0.129074957,1.981729138,0.047509564,0.171806358
BRR6,184.9509759,0.273583902,0.172255994,1.588240243,0.112232024,0.244896792
RAI1,689.966509,0.170552245,0.147345659,1.15749759,0.247069123,0.362372221
GUS1,2498.163519,0.247976908,0.141305485,1.75489938,0.07927652,0.210755933
RTF1,1190.351598,0.169942321,0.148471142,1.144615163,0.252368608,0.366829417
TAD1,213.8613256,0.370447206,0.169183853,2.189613251,0.028552297,0.136264838
YGL242C,355.2210706,0.233392151,0.1895998,1.230972563,0.218333126,0.337154974
KAP114,617.9714055,0.369318546,0.149843655,2.464692596,0.013713084,0.094009397
DOC1,235.6628339,0.454037503,0.166789306,2.722221917,0.006484458,0.065390557
YGL239C,0.228477391,-0.745991166,3.831054598,-0.194722144,0.845610475,
CSE1,1911.080666,0.190656639,0.139872403,1.363075456,0.172858731,0.29857783
HAP2,265.8595161,0.126722434,0.143655295,0.88212853,0.377707305,0.477412138
MTO1,485.7675456,0.336818714,0.145315982,2.317836685,0.020458199,0.117605532
YGL235W,7.331516678,0.491140785,0.628341102,0.781646758,0.434422199,0.525155834
"ADE5,7",1725.966182,0.029786914,0.16524035,0.180264168,0.856945185,0.886183579
SEC15,924.3403041,0.229060321,0.149288924,1.534342367,0.124945448,0.255586289
TAN1,400.2422896,0.100031842,0.156662989,0.63851611,0.523137771,0.60294008
EMC4,449.7911056,0.175854769,0.150913578,1.165268041,0.243910511,0.359744701
YGL230C,7.426767456,1.002521532,0.523704956,1.914286891,0.055583509,0.181895382
SAP4,282.0924311,0.423038588,0.141869297,2.981889642,0.002864752,0.03911333
SHE10,1518.518423,0.12475045,0.136480192,0.914055352,0.360687762,0.461237343
VID30,643.1086922,0.241577062,0.144210742,1.675166896,0.093901491,0.225842455
OST5,238.1127301,-0.028487641,0.155206689,-0.183546479,0.854369253,0.883993495
MTC3,185.8973158,0.192365397,0.199213256,0.965625485,0.334231618,0.436961797
VRG4,2196.350722,0.072274074,0.141126567,0.512122382,0.608565361,0.67788818
SDT1,570.9226051,0.16749544,0.159216606,1.051997301,0.292800788,0.40291963
COG1,507.6515869,0.245164804,0.157016759,1.561392588,0.11843115,0.250216133
EDC1,344.1608665,0.292725824,0.161775415,1.809458038,0.070379874,0.199231828
NIF3,784.2010617,0.140843852,0.164966991,0.853769902,0.393232494,0.491137629
BOL2,412.2797195,0.142041686,0.174220701,0.815297405,0.414902094,0.509626187
MDM34,960.5390451,0.241501465,0.138189919,1.747605512,0.08053236,0.211567657
YGL218W,1.10517357,-1.028706135,1.379676874,-0.745613813,0.455900736,
YGL217C,0.955070586,-1.23994229,1.773753588,-0.699049912,0.484520839,
KIP3,544.2067852,0.13226704,0.138904989,0.952212305,0.340989322,0.442399638
CLG1,1414.933885,0.219815477,0.156791779,1.401957923,0.160927812,0.289560764
YGL214W,8.150927254,0.927552337,0.572255048,1.620872267,0.105045036,0.236709113
SKI8,790.6545504,0.182869631,0.156308952,1.16992423,0.242031462,0.358068013
VAM7,230.4911503,0.193049423,0.151526826,1.274028031,0.202653482,0.322694802
NCS6,619.5040703,0.212615273,0.150410195,1.413569558,0.157488325,0.287500067
YPT32,394.1473708,0.190601426,0.14033981,1.358142253,0.17441855,0.300508627
MIG2,425.1071318,-0.424537714,0.161926606,-2.621790966,0.008746906,0.075728109
SIP2,350.2824568,0.25157194,0.159493844,1.577314422,0.114723195,0.246677288
SPT16,2259.538746,0.227386216,0.146894656,1.547954308,0.121633298,0.253559655
CHC1,3055.458591,0.194242787,0.135804646,1.430310314,0.152627976,0.282018306
POX1,79.53615813,0.614085052,0.210827751,2.912733501,0.003582802,0.04609076
YGL204C,77.04075797,0.126514553,0.217241527,0.582368182,0.560318709,0.635518222
KEX1,1090.840819,0.256065734,0.148050085,1.729588571,0.08370381,0.215648132
ARO8,3156.379596,0.198838503,0.139166701,1.428779311,0.153067674,0.282650323
MCM6,1206.888953,0.414328883,0.143423078,2.888857834,0.003866438,0.047985927
EMP24,959.2183627,0.151838294,0.150230473,1.010702364,0.312158905,0.419180678
YGL199C,13.30302408,0.577753571,0.486664746,1.187169556,0.235160747,0.351772794
YIP4,484.082448,0.282226977,0.164871948,1.711795003,0.086934453,0.218620135
MDS3,1014.918038,0.285235967,0.120706808,2.363047879,0.018125328,0.110566409
GCN1,3045.527549,0.251667356,0.148880492,1.690398473,0.090951747,0.222633849
YGL194C-A,92.11755113,0.596168561,0.224306963,2.657824588,0.007864682,0.071811738
HOS2,517.7272444,0.201360417,0.137812813,1.461115355,0.143983787,0.273282106
YGL193C,71.31044802,0.089755731,0.232279176,0.386413162,0.699190704,0.755945997
IME4,1.426699891,0.759381071,1.570025561,0.483674336,0.628617009,
COX13,812.0120357,0.152480777,0.150616368,1.012378529,0.3113571,0.418589469
CDC55,1052.714037,0.251143595,0.126919195,1.978767627,0.047842175,0.17223778
RPS26A,2217.100301,-0.021907,0.164801922,-0.132929274,0.894249315,0.916087292
YGL188C-A,157.792343,0.012073143,0.186107444,0.0648719,0.948275994,0.960949376
YGL188C,109.2203183,0.284026376,0.204582457,1.388322243,0.165038942,0.291372502
COX4,825.130073,0.11619145,0.155200161,0.748655474,0.454064887,0.543319891
TPN1,1014.433452,0.288066033,0.147939191,1.947192157,0.051511702,0.176478984
YGL185C,256.3604901,0.320691978,0.170883741,1.876667588,0.060563668,0.187055525
STR3,61.71983292,0.299200742,0.334757011,0.893784839,0.371437023,0.471856248
MND1,7.977057108,0.384429557,0.532035403,0.722563864,0.469947876,0.556004139
YGL182C,5.890115704,0.515006447,0.628930858,0.818860198,0.412866181,
GTS1,680.6358515,0.307853224,0.158461537,1.942763082,0.05204479,0.177119305
ATG1,400.3888837,0.455401404,0.153257161,2.971485323,0.00296363,0.039806163
TOS3,208.8424229,0.543391711,0.171615564,3.16633117,0.001543749,0.026130891
MPT5,963.5396792,0.390240988,0.152353159,2.561423673,0.010424414,0.0831225
YGL177W,80.72091434,0.425119816,0.219462485,1.937095609,0.052733657,0.178523475
YGL176C,310.6257159,0.226026298,0.134910834,1.675375439,0.093860592,0.225842455
SAE2,127.480342,0.063986824,0.177410876,0.360670243,0.718345972,0.772382027
BUD13,236.1097245,0.137021469,0.172625493,0.793749905,0.427341041,0.519831327
XRN1,2497.651542,0.194744129,0.140212601,1.388920309,0.164856984,0.291277554
NUP49,917.0366509,0.17467314,0.143397029,1.218108498,0.223182745,0.341981183
ROK1,657.2225921,0.195816788,0.144911384,1.351286434,0.176603696,0.301945989
SPO74,7.068121662,0.978614283,0.584191293,1.67516068,0.09390271,0.225842455
SUA5,624.7021226,0.13906647,0.156203477,0.890290492,0.373309925,0.473923499
HUR1,8.416653291,0.766816858,0.565201023,1.35671527,0.174871699,0.300841683
PMR1,2346.750696,0.25403804,0.139356288,1.822939195,0.068312601,0.196847064
CUP2,264.991597,0.122750679,0.178390623,0.688100512,0.491389488,0.574213513
YGL165C,1.915053275,1.657098099,1.203661557,1.376714317,0.168600591,
YRB30,470.7386502,0.36025999,0.147382615,2.444385925,0.014509896,0.098473374
RAD54,588.5269847,0.325752374,0.127552538,2.553868233,0.010653356,0.084005739
SUT1,211.8751986,0.497638771,0.160596396,3.098692026,0.00194377,0.030228836
YIP5,920.396889,0.219996799,0.143830122,1.529559979,0.126125682,0.256596308
AIM14,742.7295657,0.327828986,0.13252844,2.473650086,0.013374062,0.093165795
YGL159W,310.2074082,0.391868736,0.154837752,2.53083458,0.01137915,0.086209406
RCK1,19.57236565,1.066849523,0.338871889,3.148238483,0.001642576,0.027246057
ARI1,1142.449768,-0.264291235,0.137956769,-1.915754026,0.055396412,0.181745001
AMS1,314.91018,0.435148484,0.155172318,2.804291951,0.005042722,0.057016246
CDC43,563.1270695,0.238267513,0.158223244,1.505894502,0.132094258,0.261523373
LYS5,177.1715198,0.4180909,0.176636659,2.366954307,0.017935147,0.110453793
PEX14,407.3362457,0.423353545,0.159054014,2.661696707,0.00777479,0.07144168
YGL152C,6.33981607,-0.023194019,0.665538633,-0.034849997,0.972199353,
NUT1,1094.004326,0.361191346,0.144265596,2.503655448,0.012291767,0.08931527
INO80,1623.057126,0.299337417,0.146134225,2.048373107,0.040523455,0.161977865
YGL149W,1.206204032,0.259664253,1.411174805,0.184005732,0.854008958,
ARO2,1950.196074,0.067459198,0.155327122,0.43430405,0.664067663,0.724926966
RPL9A,1329.854669,-0.110449974,0.159573634,-0.692156789,0.488838871,0.572041283
RRT6,67.30409265,0.367937783,0.211155665,1.742495437,0.081421789,0.212639441
TIP20,881.4947847,0.427677763,0.135579341,3.154446401,0.001608029,0.026826745
ROG1,293.8991505,0.344144118,0.152919849,2.25048691,0.024418054,0.127229944
MRF1,439.4684007,0.313151843,0.148612849,2.107165322,0.035103252,0.151991566
GPI10,729.6176647,0.339804107,0.148521909,2.287905603,0.022143019,0.12083042
HUL5,780.4537741,0.348962015,0.141455092,2.466945593,0.013627106,0.093690401
YGL140C,1421.813756,0.202731638,0.145065532,1.397517626,0.16225797,0.289809303
FLC3,652.9311927,0.142727095,0.149271229,0.956159437,0.33899169,0.440795798
YGL138C,1.982186549,1.247582517,1.299257655,0.960227183,0.336940889,
SEC27,2440.334738,0.197307538,0.143266698,1.37720448,0.168449037,0.294620903
MRM2,307.9432116,0.392519279,0.155225813,2.528698495,0.011448633,0.086283767
RPL1B,1862.551809,-0.057361291,0.171738226,-0.334004213,0.73837638,0.788791449
PCL10,390.3479718,0.313466128,0.157449149,1.990903925,0.046491451,0.170344343
ITC1,750.5297496,0.243284364,0.141086263,1.72436606,0.084641781,0.216810296
YGL132W,0.899988325,2.417879088,1.713474198,1.41109746,0.158215879,
CEG1,731.6730874,0.201595645,0.140880855,1.430965513,0.152440099,0.282018306
RSM23,702.2777204,0.190516028,0.134638564,1.415018269,0.15706314,0.28691654
CWC23,150.4286826,0.353332331,0.173122261,2.040941069,0.041256685,0.162558108
SOH1,259.6933095,0.340915858,0.174891612,1.949297932,0.051259855,0.176430599
SCS3,326.9418379,0.526585285,0.191918958,2.743789828,0.006073441,0.06392117
MET13,493.4673635,0.439243613,0.146499209,2.998266113,0.002715205,0.03787547
MON1,402.2918145,0.195878399,0.138573611,1.4135332,0.157499007,0.287500067
RPS2,6460.844753,-0.032312256,0.148047565,-0.218255909,0.827229726,0.860063377
YGL123C-A,7.58196708,-0.144286469,0.639617607,-0.22558239,0.821526238,0.856594992
NAB2,1101.353245,0.176403002,0.146651431,1.202872698,0.229025587,0.346350346
GPG1,60.17770805,0.563419787,0.221135493,2.547848737,0.010838946,0.084747065
PRP43,1904.747539,0.171349995,0.148654092,1.152675938,0.249043421,0.364169196
COQ8,606.4930293,0.201229571,0.144447673,1.393096663,0.163590562,0.290587838
YGL118C,3.925268684,0.575752791,0.893634252,0.644282366,0.519392348,
YGL117W,1248.544428,0.043725182,0.165455684,0.264271259,0.791570905,0.830296063
CDC20,654.2062986,0.068155393,0.135639762,0.502473553,0.615334451,0.6833246
SNF4,880.4301052,0.095047519,0.13881565,0.684703196,0.493531232,0.576367218
YGL114W,3679.078244,-0.095759724,0.128373032,-0.745948916,0.455698274,0.544374187
SLD3,332.8852342,0.287329054,0.146201293,1.965297631,0.0493798,0.174775083
TAF6,807.6616873,0.165118086,0.149591307,1.103794658,0.269682223,0.382644703
NSA1,1040.706274,0.09516955,0.145272977,0.655108417,0.512397953,0.592732424
CUE3,547.0017837,0.275617697,0.137997187,1.997270408,0.045795816,0.169292452
YGL109W,5.759709157,0.607928964,0.626649069,0.970126653,0.331983365,
YGL108C,414.5943909,0.145256822,0.186478892,0.778945112,0.436012048,0.526397028
